"start","end","today","district","treat","MCC_ID","catch_ID","Fat","SNF","Added.Water","Temp","Protein","Corrected.Lactometer.Reading","lacto_test","Analogue.Lactometer.Test","al_test_done","Alcohol.Test","Qty","Rejected","Price"
"2022-12-12T12:35:19.613+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:29:09.405+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T12:17:06.523+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:09:38.756+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T12:56:34.693+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-10T12:48:23.213+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:56:33.508+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T13:59:07.749+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-10T14:22:34.556+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T15:54:09.622+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T14:56:54.723+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-10T15:03:47.151+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T16:31:24.219+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:33:23.526+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T12:37:14.738+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:15:13.270+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T12:56:14.787+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:56:56.455+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T13:27:38.749+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:51:32.625+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T13:57:46.023+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:32:30.112+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T15:07:43.417+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T16:22:16.551+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T16:00:03.229+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T16:57:51.891+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:00:32.980+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:41:13.701+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:58:04.095+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T14:07:49.990+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T15:06:20.991+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:58:49.133+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:00:53.065+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T16:12:26.623+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:37:50.031+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T16:47:08.597+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:10:28.241+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:29:37.666+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:06:43.984+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T15:00:23.860+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:06:02.054+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:51:11.967+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:31:36.928+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:32:27.068+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:06:57.277+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:32:01.338+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T15:19:42.799+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T10:45:02.982+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:51:52.751+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:17:58.080+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:03:06.438+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:41:39.895+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:13:09.559+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:39:57.704+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:23:56.435+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:42:23.636+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T11:32:43.355+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T13:03:57.267+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T13:38:14.050+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T14:19:39.356+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T14:42:48.785+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T15:06:50.234+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T15:26:43.068+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T15:54:41.977+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T16:12:39.572+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T16:35:59.860+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:50:04.013+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:28:47.929+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:05:12.433+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:48:25.563+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:21:03.483+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:52:35.644+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T15:12:00.982+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T15:05:45.920+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T17:37:46.239+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:37:14.634+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:15:58.352+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:34:25.591+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:53:45.401+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:34:26.346+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:16:32.971+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T16:03:19.199+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:34:53.301+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:05:27.702+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:46:48.757+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:40:33.167+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:10:43.132+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:59:20.506+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T15:32:00.847+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:05:00.064+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:54:49.972+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:26:47.772+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:10:40.577+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:51:19.545+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T17:08:52.889+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T11:37:01.741+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T11:55:58.133+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:45:21.900+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:43:13.057+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:58:52.758+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:26:49.088+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:55:19.876+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:16:53.372+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T16:21:54.301+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T17:23:32.587+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:03:24.370+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:44:01.234+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:11:56.317+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:02:33.493+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:52:28.160+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:26:25.788+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T16:05:30.758+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T10:56:51.537+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:31:18.521+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:42:52.023+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:33:29.846+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:28:07.166+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:42:04.980+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:09:53.348+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:25:37.155+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:08:56.148+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:07:13.765+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:14:42.762+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T16:51:48.729+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:14:36.060+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:10:34.375+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-11T12:47:37.156+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:04:53.687+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:41:19.175+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T11:27:27.099+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:42:26.994+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:02:54.537+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:04:28.371+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:31:12.502+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:59:12.436+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:32:50.918+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:32:08.435+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:57:22.492+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T11:50:33.296+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:49:33.590+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:09:46.797+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:10:47.127+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:17:53.732+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:24:26.647+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:46:07.054+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:40:02.352+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T16:02:02.165+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:17:56.514+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T16:53:49.853+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:01:15.937+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T12:52:56.014+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T16:05:49.547+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:31:44.091+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:58:48.310+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:30:09.645+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:59:47.772+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T13:13:16.096+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T16:09:23.397+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T14:09:41.417+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-12T16:52:38.960+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:34:33.204+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:20:02.375+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:00:46.961+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:47:40.380+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:27:59.259+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:35:14.380+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:42:04.471+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:13:42.580+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T16:08:44.826+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:33:37.560+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:03:13.952+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:35:10.203+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:07:20.350+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:04:59.266+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:07:26.060+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:52:16.359+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T16:32:33.959+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T09:39:28.997+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T12:40:31.633+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:42:05.292+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:32:48.691+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T16:49:25.223+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T17:53:09.757+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T10:46:01.426+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:00:13.236+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T13:50:17.495+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:33:17.214+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T14:54:23.829+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:17:51.417+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T15:57:52.842+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T10:24:38.697+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-13T11:23:53.651+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
